nodeID_from,nodeID_to,country_name,country_ISO3,SCI
1,1,Nigeria,NGA,554409
1,10,Nigeria,NGA,25884
1,11,Nigeria,NGA,95368
1,12,Nigeria,NGA,18242
1,13,Nigeria,NGA,9284
1,14,Nigeria,NGA,66133
1,15,Nigeria,NGA,28681
1,16,Nigeria,NGA,5650
1,17,Nigeria,NGA,162989
1,18,Nigeria,NGA,3939
1,19,Nigeria,NGA,8960
1,2,Nigeria,NGA,8820
1,20,Nigeria,NGA,5099
1,21,Nigeria,NGA,4204
1,22,Nigeria,NGA,5354
1,23,Nigeria,NGA,13191
1,24,Nigeria,NGA,6876
1,25,Nigeria,NGA,27452
1,26,Nigeria,NGA,13007
1,27,Nigeria,NGA,8145
1,28,Nigeria,NGA,10511
1,29,Nigeria,NGA,8406
1,3,Nigeria,NGA,41317
1,30,Nigeria,NGA,7716
1,31,Nigeria,NGA,8118
1,32,Nigeria,NGA,10897
1,33,Nigeria,NGA,58637
1,34,Nigeria,NGA,5158
1,35,Nigeria,NGA,12449
1,36,Nigeria,NGA,4194
1,37,Nigeria,NGA,6524
1,4,Nigeria,NGA,62451
1,5,Nigeria,NGA,5485
1,6,Nigeria,NGA,36491
1,7,Nigeria,NGA,17510
1,8,Nigeria,NGA,5511
1,9,Nigeria,NGA,47479
10,1,Nigeria,NGA,25884
10,10,Nigeria,NGA,554248
10,11,Nigeria,NGA,31555
10,12,Nigeria,NGA,64796
10,13,Nigeria,NGA,13759
10,14,Nigeria,NGA,33448
10,15,Nigeria,NGA,27751
10,16,Nigeria,NGA,7371
10,17,Nigeria,NGA,38842
10,18,Nigeria,NGA,6899
10,19,Nigeria,NGA,10899
10,2,Nigeria,NGA,11170
10,20,Nigeria,NGA,6693
10,21,Nigeria,NGA,5936
10,22,Nigeria,NGA,8187
10,23,Nigeria,NGA,18612
10,24,Nigeria,NGA,9658
10,25,Nigeria,NGA,28982
10,26,Nigeria,NGA,13737
10,27,Nigeria,NGA,10191
10,28,Nigeria,NGA,13741
10,29,Nigeria,NGA,14485
10,3,Nigeria,NGA,23629
10,30,Nigeria,NGA,11369
10,31,Nigeria,NGA,11235
10,32,Nigeria,NGA,13917
10,33,Nigeria,NGA,37553
10,34,Nigeria,NGA,6545
10,35,Nigeria,NGA,15678
10,36,Nigeria,NGA,6754
10,37,Nigeria,NGA,8688
