nodeID_from,nodeID_to,country_name,country_ISO3,SCI
1,1,Central African Republic,CAF,289116581
1,10,Central African Republic,CAF,19512678
1,11,Central African Republic,CAF,2240870
1,12,Central African Republic,CAF,6695192
1,13,Central African Republic,CAF,6921654
1,14,Central African Republic,CAF,3664802
1,15,Central African Republic,CAF,6821701
1,16,Central African Republic,CAF,2870476
1,17,Central African Republic,CAF,3462634
1,2,Central African Republic,CAF,6121012
1,3,Central African Republic,CAF,13360388
1,5,Central African Republic,CAF,6967038
1,8,Central African Republic,CAF,3233243
1,9,Central African Republic,CAF,10054684
10,1,Central African Republic,CAF,19512678
10,10,Central African Republic,CAF,102089266
10,11,Central African Republic,CAF,2322786
10,12,Central African Republic,CAF,4511234
10,13,Central African Republic,CAF,3584014
10,14,Central African Republic,CAF,6412295
10,15,Central African Republic,CAF,11153883
10,16,Central African Republic,CAF,1313728
10,17,Central African Republic,CAF,1315438
10,2,Central African Republic,CAF,3734130
10,3,Central African Republic,CAF,7105138
10,5,Central African Republic,CAF,1115551
10,8,Central African Republic,CAF,2511036
10,9,Central African Republic,CAF,4804072
11,1,Central African Republic,CAF,2240870
11,10,Central African Republic,CAF,2322786
11,11,Central African Republic,CAF,76147741
11,12,Central African Republic,CAF,4257771
11,13,Central African Republic,CAF,1497892
11,14,Central African Republic,CAF,9368647
11,15,Central African Republic,CAF,3125721
11,16,Central African Republic,CAF,2184962
11,17,Central African Republic,CAF,1243992
11,2,Central African Republic,CAF,4314063
11,3,Central African Republic,CAF,2801730
11,5,Central African Republic,CAF,743829
11,8,Central African Republic,CAF,5528512
11,9,Central African Republic,CAF,2818369
12,1,Central African Republic,CAF,6695192
12,10,Central African Republic,CAF,4511234
12,11,Central African Republic,CAF,4257771
12,12,Central African Republic,CAF,14628454
12,13,Central African Republic,CAF,3512587
12,14,Central African Republic,CAF,5339320
12,15,Central African Republic,CAF,5085649
12,16,Central African Republic,CAF,3885119
12,17,Central African Republic,CAF,1079801
12,2,Central African Republic,CAF,9566307
12,3,Central African Republic,CAF,5610307
12,5,Central African Republic,CAF,1789701
12,8,Central African Republic,CAF,6710936
12,9,Central African Republic,CAF,5991909
13,1,Central African Republic,CAF,6921654
13,10,Central African Republic,CAF,3584014
13,11,Central African Republic,CAF,1497892
13,12,Central African Republic,CAF,3512587
13,13,Central African Republic,CAF,52004249
13,14,Central African Republic,CAF,1521748
13,15,Central African Republic,CAF,2259368
13,16,Central African Republic,CAF,1155550
13,17,Central African Republic,CAF,4200086
13,2,Central African Republic,CAF,2909040
13,3,Central African Republic,CAF,19160396
13,5,Central African Republic,CAF,4511006
13,8,Central African Republic,CAF,1499156
13,9,Central African Republic,CAF,4549858
14,1,Central African Republic,CAF,3664802
14,10,Central African Republic,CAF,6412295
14,11,Central African Republic,CAF,9368647
14,12,Central African Republic,CAF,5339320
14,13,Central African Republic,CAF,1521748
14,14,Central African Republic,CAF,149923961
14,15,Central African Republic,CAF,12856236
14,16,Central African Republic,CAF,2021753
14,17,Central African Republic,CAF,1289954
14,2,Central African Republic,CAF,5260452
14,3,Central African Republic,CAF,3878008
14,5,Central African Republic,CAF,1149262
14,8,Central African Republic,CAF,5433004
14,9,Central African Republic,CAF,4272812
15,1,Central African Republic,CAF,6821701
15,10,Central African Republic,CAF,11153883
15,11,Central African Republic,CAF,3125721
15,12,Central African Republic,CAF,5085649
15,13,Central African Republic,CAF,2259368
15,14,Central African Republic,CAF,12856236
15,15,Central African Republic,CAF,135695485
15,16,Central African Republic,CAF,3820993
15,17,Central African Republic,CAF,894985
15,2,Central African Republic,CAF,4804926
15,3,Central African Republic,CAF,2714521
15,5,Central African Republic,CAF,1333870
15,8,Central African Republic,CAF,3280313
15,9,Central African Republic,CAF,10065812
16,1,Central African Republic,CAF,2870476
16,10,Central African Republic,CAF,1313728
16,11,Central African Republic,CAF,2184962
16,12,Central African Republic,CAF,3885119
16,13,Central African Republic,CAF,1155550
16,14,Central African Republic,CAF,2021753
16,15,Central African Republic,CAF,3820993
16,16,Central African Republic,CAF,271945703
16,17,Central African Republic,CAF,334753
16,2,Central African Republic,CAF,4387484
16,3,Central African Republic,CAF,1129541
16,5,Central African Republic,CAF,309003
16,8,Central African Republic,CAF,34591795
16,9,Central African Republic,CAF,2143117
17,1,Central African Republic,CAF,3462634
17,10,Central African Republic,CAF,1315438
17,11,Central African Republic,CAF,1243992
17,12,Central African Republic,CAF,1079801
17,13,Central African Republic,CAF,4200086
17,14,Central African Republic,CAF,1289954
17,15,Central African Republic,CAF,894985
17,16,Central African Republic,CAF,334753
17,17,Central African Republic,CAF,117039021
17,2,Central African Republic,CAF,859094
17,3,Central African Republic,CAF,902668
17,5,Central African Republic,CAF,21136665
17,8,Central African Republic,CAF,2265317
17,9,Central African Republic,CAF,1413113
2,1,Central African Republic,CAF,6121012
2,10,Central African Republic,CAF,3734130
2,11,Central African Republic,CAF,4314063
2,12,Central African Republic,CAF,9566307
2,13,Central African Republic,CAF,2909040
2,14,Central African Republic,CAF,5260452
2,15,Central African Republic,CAF,4804926
2,16,Central African Republic,CAF,4387484
2,17,Central African Republic,CAF,859094
2,2,Central African Republic,CAF,6708600
2,3,Central African Republic,CAF,4403328
